45°26′56″N,45.44897767,73°33′47″W,-73.56310247,8.4674,134.04°
45°29′16″N,45.4878098,73°26′42″W,-73.44489828,15.3782,95.79°
45°37′08″N,45.6190043,73°24′30″W,-73.40842049,22.3146,54.214°
45°31′53″N,45.5314269,73°50′21″W,-73.83907623,15.774,282.077°
45°42′36″N,45.71011831,73°29′22″W,-73.48956519,25.9861,26.932°
45°15′54″N,45.26508496,73°48′41″W,-73.81139094,29.5111,206.854°
45°35′48″N,45.5966092,73°59′37″W,-73.99360905,29.4072,291.111°
45°24′06″N,45.40163112,73°57′51″W,-73.96423994,27.5703,246.248°
45°35′49″N,45.5969203,73°24′41″W,-73.41150267,20.7722,59.344°
45°23′11″N,45.38644311,73°36′31″W,-73.60860257,13.0927,168.817°
45°25′47″N,45.42978382,73°29′52″W,-73.49765629,13.7697,125.591°
45°37′23″N,45.62302179,73°48′29″W,-73.8080166,18.7178,316.08°
45°32′44″N,45.54559714,73°22′38″W,-73.37714476,21.1355,76.619°
45°34′15″N,45.57095558,73°50′06″W,-73.83506765,16.9499,297.004°
45°38′35″N,45.64299438,73°21′59″W,-73.36643181,26.5247,53.635°
45°28′00″N,45.46658562,73°16′32″W,-73.27541993,28.7864,97.718°
45°35′39″N,45.59412446,73°49′59″W,-73.8329763,18.1252,304.525°
45°39′04″N,45.6512349,73°54′14″W,-73.90383359,26.3471,309.168°
45°36′52″N,45.61451758,73°53′59″W,-73.89971211,23.7159,301.966°
45°29′05″N,45.48481792,73°46′49″W,-73.78029553,11.0178,260.105°
45°38′30″N,45.64177585,73°36′21″W,-73.60570781,15.7974,10.035°
45°22′48″N,45.37989776,73°40′16″W,-73.67104658,13.7723,189.778°
45°23′06″N,45.38488253,73°27′01″W,-73.45016741,19.7864,131.075°
45°44′43″N,45.74520818,73°42′15″W,-73.70426976,27.5019,349.731°
45°38′51″N,45.64763333,73°32′40″W,-73.54443101,17.8692,24.877°
45°22′07″N,45.36864416,73°56′06″W,-73.93508565,27.317,237.239°
45°20′27″N,45.34094029,73°41′27″W,-73.69085876,18.3221,192.256°
45°42′18″N,45.70497724,73°28′58″W,-73.48285601,25.7239,28.545°
45°32′50″N,45.5472062,73°42′51″W,-73.71403381,7.5934,311.576°
45°41′44″N,45.69549763,73°41′38″W,-73.69390832,21.919,349.214°
45°26′38″N,45.44386973,73°36′20″W,-73.60545193,7.0307,156.686°
45°24′33″N,45.40926941,73°46′35″W,-73.77650238,14.758,225.756°
45°20′19″N,45.3386907,73°30′23″W,-73.50637386,20.9829,149.866°
45°14′56″N,45.24891384,73°40′32″W,-73.67542802,28.269,185.455°
45°19′20″N,45.32227189,73°24′33″W,-73.40919208,26.9665,137.734°
45°29′55″N,45.49866185,73°22′22″W,-73.3728792,20.914,90.899°
45°35′52″N,45.59770832,73°50′23″W,-73.83978732,18.7878,304.616°
45°27′27″N,45.45757292,73°59′50″W,-73.99712555,28.1998,260.052°
45°26′31″N,45.44198791,73°56′07″W,-73.93527008,23.893,253.903°
45°33′57″N,45.56590731,73°50′37″W,-73.84358526,17.3064,294.353°
45°26′02″N,45.43396164,73°46′39″W,-73.77738416,13.0438,234.631°
45°37′06″N,45.61846493,73°35′19″W,-73.588662,13.5905,17.47°
45°16′19″N,45.27197451,73°32′57″W,-73.54907767,26.5677,164.268°
45°31′20″N,45.52227362,73°16′49″W,-73.28028545,28.2144,85.27°
45°16′28″N,45.27453468,73°41′55″W,-73.69861397,25.6876,190.092°
45°34′23″N,45.57303034,73°27′51″W,-73.46419704,15.8906,60.089°
45°32′07″N,45.53518638,73°38′23″W,-73.63965132,3.7013,1.757°
45°36′27″N,45.60744869,73°21′54″W,-73.36505805,24.4949,61.271°
45°39′33″N,45.65906712,73°21′49″W,-73.36370077,27.7824,50.916°
45°44′08″N,45.73559937,73°32′42″W,-73.54502839,27.0442,16.01°
45°17′29″N,45.29145027,73°50′12″W,-73.83674069,27.9554,213.201°
45°35′53″N,45.5979965,73°42′39″W,-73.71069876,11.9819,333.128°
45°23′49″N,45.39685552,73°49′30″W,-73.82503609,18.5081,230.91°
45°28′57″N,45.48245458,73°16′19″W,-73.27200331,28.8606,94.172°
45°20′58″N,45.34943999,73°20′08″W,-73.33564038,29.2619,125.314°
45°27′17″N,45.45484515,73°25′39″W,-73.42740008,17.4702,107.366°
45°29′10″N,45.48622809,73°43′20″W,-73.72224189,6.5623,254.6°
45°36′28″N,45.60787094,73°40′55″W,-73.68198654,12.2065,344.896°
45°37′25″N,45.6236579,73°21′54″W,-73.36504237,25.4065,57.698°
45°24′06″N,45.40158546,73°20′19″W,-73.33851216,26.1152,115.192°
45°43′51″N,45.73080171,73°27′57″W,-73.46596706,28.8742,28.095°
45°23′48″N,45.39672791,73°24′32″W,-73.40893501,21.5664,122.774°
45°30′01″N,45.5003985,73°52′13″W,-73.87037854,17.8743,269.538°
45°34′54″N,45.58177751,73°52′09″W,-73.86929639,19.8716,296.63°
45°32′04″N,45.53451779,73°20′57″W,-73.34904978,23.0482,80.846°
45°23′39″N,45.39425218,73°49′35″W,-73.82648382,18.7794,230.444°
45°21′32″N,45.35893475,73°51′39″W,-73.8607051,23.3828,227.221°
45°27′46″N,45.4627067,73°38′57″W,-73.6491828,4.4073,188.217°
45°43′42″N,45.72840945,73°33′26″W,-73.55721728,26.0228,14.495°
45°24′29″N,45.40803681,73°33′18″W,-73.55501297,12.4167,147.218°
45°36′32″N,45.60888696,73°51′45″W,-73.86256928,20.9531,304.675°
45°27′35″N,45.45958955,73°27′26″W,-73.45718268,15.0968,108.109°
45°24′42″N,45.41157771,73°45′38″W,-73.76061081,13.708,222.898°
45°18′08″N,45.302211,73°30′26″W,-73.50724139,24.5505,154.749°
45°23′15″N,45.38737816,73°19′33″W,-73.32590557,27.701,117.27°
45°33′06″N,45.55166373,73°47′03″W,-73.7841644,12.4446,296.446°
45°30′59″N,45.51674125,73°18′30″W,-73.30825774,25.9968,86.247°
45°35′32″N,45.59220508,73°28′40″W,-73.47768116,16.2137,51.675°
45°21′17″N,45.3547,73°35′08″W,-73.585594,16.939,165.158°
45°29′10″N,45.48608882,73°43′40″W,-73.72780899,6.9856,255.426°
45°34′45″N,45.57916211,73°27′39″W,-73.46080989,16.4647,58.485°
45°36′28″N,45.60778806,73°50′19″W,-73.83871276,19.3779,307.49°
45°44′01″N,45.73374186,73°47′30″W,-73.7916158,28.3182,335.63°
45°18′15″N,45.3041402,73°53′40″W,-73.89431923,29.5798,222.042°
45°17′58″N,45.2995431,73°51′23″W,-73.85632608,28.0929,216.825°
45°22′40″N,45.37771456,73°56′29″W,-73.94139764,27.2045,239.587°
45°25′46″N,45.42939044,73°29′02″W,-73.48385294,14.6822,123.276°
45°28′58″N,45.48271449,73°21′25″W,-73.3568688,22.2649,95.406°
45°28′41″N,45.47803019,74°00′31″W,-74.00857219,28.7754,264.832°
45°22′28″N,45.37445698,73°21′24″W,-73.35662644,26.343,122.46°
45°31′01″N,45.51696027,73°39′38″W,-73.66050911,2.2547,317.884°
45°36′12″N,45.60342113,73°24′10″W,-73.40290347,21.7176,58.595°
45°39′11″N,45.65296116,73°31′20″W,-73.52210531,19.1845,28.834°
45°44′15″N,45.73740739,73°33′06″W,-73.55155566,27.1025,14.863°
45°31′29″N,45.52458363,73°51′57″W,-73.86578025,17.6916,278.27°
45°40′10″N,45.66951825,73°24′18″W,-73.40496473,26.1794,44.515°
45°24′25″N,45.40686953,73°32′18″W,-73.53837012,13.2678,142.795°
45°28′40″N,45.47791228,73°45′23″W,-73.75628849,9.3697,253.479°
45°32′41″N,45.544837,73°19′54″W,-73.33164415,24.5834,78.694°
45°32′18″N,45.53836756,73°22′34″W,-73.37609755,21.0467,78.802°
45°38′48″N,45.64653896,73°36′50″W,-73.6140026,16.2227,7.465°
45°41′41″N,45.69459284,73°22′43″W,-73.37868791,29.6025,43.528°
45°29′23″N,45.48985829,73°28′29″W,-73.47483204,13.033,95.851°
45°30′17″N,45.50477209,73°19′02″W,-73.31722091,25.2506,89.166°
45°29′19″N,45.48861417,73°55′33″W,-73.92573513,22.2406,266.285°
45°36′49″N,45.61348173,73°32′28″W,-73.54120061,14.6458,32.055°
45°20′28″N,45.34106016,73°50′33″W,-73.84238372,23.8127,221.362°
45°29′28″N,45.491023,73°31′25″W,-73.52355164,9.2451,97.495°
45°35′25″N,45.59032723,73°43′22″W,-73.72291383,11.717,327.083°
45°18′24″N,45.3067272,73°25′25″W,-73.42357141,27.5673,141.881°
45°40′12″N,45.66988404,73°42′48″W,-73.71336104,19.5097,343.271°
45°41′44″N,45.69550278,73°29′40″W,-73.4944144,24.3702,27.881°
45°19′59″N,45.33306923,73°35′44″W,-73.59544399,19.1166,169.235°
45°42′59″N,45.71625939,73°51′09″W,-73.85256209,28.9659,325.464°
45°29′24″N,45.49008512,73°34′52″W,-73.58121734,4.8515,105.729°
45°26′59″N,45.44964524,73°25′12″W,-73.41989502,18.2066,108.547°
45°37′59″N,45.63307894,73°24′53″W,-73.4147799,22.8775,50.303°
45°42′54″N,45.71503092,73°49′42″W,-73.82825894,27.8188,328.502°
45°20′30″N,45.34164106,73°27′50″W,-73.46395214,22.5633,142.134°
45°26′32″N,45.44235528,73°46′52″W,-73.78116206,12.7763,238.812°
45°17′38″N,45.29378213,73°46′37″W,-73.77705668,25.4696,204.686°
45°33′58″N,45.56611713,73°34′42″W,-73.57829385,8.6561,34.406°
45°36′39″N,45.61094703,73°28′32″W,-73.47550403,17.7027,46.706°
45°35′13″N,45.58683967,73°26′18″W,-73.43825604,18.4092,59.061°
45°29′22″N,45.48936252,73°25′11″W,-73.41972817,17.3165,94.549°
45°26′03″N,45.43421134,73°37′26″W,-73.62383838,7.6511,169.853°
45°42′07″N,45.70197916,73°27′35″W,-73.4597718,26.3486,32.317°
45°29′50″N,45.49732497,73°56′54″W,-73.94837473,23.96,268.886°
45°27′39″N,45.46074423,73°23′48″W,-73.39673355,19.6003,103.427°
45°37′34″N,45.62598476,73°30′16″W,-73.50448944,17.4237,37.583°
45°26′51″N,45.44756459,73°56′20″W,-73.9387632,23.9899,255.508°
45°44′26″N,45.74045016,73°31′04″W,-73.51778082,28.2116,19.837°
45°32′03″N,45.53408055,73°54′08″W,-73.90216236,20.6571,280.063°
45°26′53″N,45.44804592,73°51′35″W,-73.8597298,18.0737,250.714°
45°24′50″N,45.41394632,73°42′15″W,-73.70418177,10.9532,206.719°
45°36′57″N,45.61570232,73°32′02″W,-73.53384713,15.1633,33.39°
45°29′27″N,45.49085627,73°25′16″W,-73.42104249,17.2014,94.026°
45°15′16″N,45.25456672,73°39′31″W,-73.65865571,27.5469,182.859°
45°19′04″N,45.3178947,73°30′56″W,-73.51558207,22.6947,154.368°
45°16′08″N,45.26897832,73°36′50″W,-73.6138705,25.997,175.296°
45°43′46″N,45.72948159,73°40′03″W,-73.66741425,25.3929,355.386°
45°44′13″N,45.73682945,73°40′03″W,-73.66740484,26.2075,355.532°
45°33′44″N,45.56229912,73°53′39″W,-73.89425577,20.8358,288.892°
45°42′46″N,45.7127878,73°44′34″W,-73.74271032,24.7501,341.408°
45°23′50″N,45.39716181,73°33′14″W,-73.5538244,13.4968,149.663°
45°21′01″N,45.35033499,73°51′48″W,-73.86320702,24.1841,225.878°
45°40′06″N,45.66837777,73°22′29″W,-73.37465749,27.802,48.152°
45°24′55″N,45.41522635,73°58′12″W,-73.96994594,27.4074,249.517°
45°27′43″N,45.46186344,73°22′29″W,-73.37473703,21.2454,102.012°
45°34′52″N,45.58105576,73°25′55″W,-73.43205138,18.5121,61.537°
45°42′58″N,45.71613163,73°46′49″W,-73.78028331,26.1709,335.607°
45°43′16″N,45.72104152,73°46′46″W,-73.77933914,26.6391,336.238°
45°38′44″N,45.64548673,73°34′50″W,-73.58055213,16.6493,16.428°
45°22′57″N,45.38245954,73°45′39″W,-73.76097104,16.25,215.187°
45°27′38″N,45.46067592,73°25′32″W,-73.42555422,17.4249,105.189°
45°20′01″N,45.33357558,73°34′17″W,-73.57137434,19.5003,163.763°
45°24′31″N,45.40872876,73°58′15″W,-73.97088971,27.7396,248.175°
45°37′47″N,45.62962221,73°29′42″W,-73.49493579,18.2013,38.656°
45°23′08″N,45.38541886,73°25′25″W,-73.42369307,21.3491,127.294°
45°23′36″N,45.39335505,73°43′01″W,-73.71691107,13.4467,206.124°
45°40′13″N,45.67027355,73°55′24″W,-73.92346484,28.8735,310.53°
45°19′25″N,45.3235577,73°54′45″W,-73.91237053,29.0205,226.969°
45°21′40″N,45.36119402,73°37′56″W,-73.63227922,15.6681,177.476°
45°27′35″N,45.4597573,73°17′28″W,-73.29120121,27.688,99.628°
45°17′46″N,45.29598538,73°25′21″W,-73.4224059,28.5731,143.211°
45°38′26″N,45.64057303,73°47′54″W,-73.7982449,19.6852,321.629°
45°25′04″N,45.41770337,73°56′36″W,-73.94333271,25.3708,248.44°
45°34′29″N,45.57480467,73°49′38″W,-73.8272864,16.6159,299.266°
45°22′37″N,45.37681404,73°29′31″W,-73.49185502,18.1473,140.015°
45°27′51″N,45.46428055,73°17′57″W,-73.29916416,26.9925,98.802°
45°27′50″N,45.46382849,73°20′57″W,-73.34924371,23.1516,100.442°
45°25′53″N,45.43127738,73°50′53″W,-73.84816933,17.962,244.131°
45°38′53″N,45.64801939,73°26′44″W,-73.44558465,22.266,43.061°
45°28′46″N,45.47942408,73°54′30″W,-73.90829151,20.9827,263.245°
45°18′04″N,45.30107876,73°32′11″W,-73.53625801,23.7928,159.833°
45°24′53″N,45.41462342,73°55′03″W,-73.91750606,23.6492,245.856°
45°26′04″N,45.43453276,73°45′22″W,-73.75618827,11.6948,230.178°
45°42′11″N,45.70311986,73°28′50″W,-73.48042415,25.6346,29.137°
45°29′42″N,45.49504965,73°19′42″W,-73.32826548,24.4017,91.684°
45°39′29″N,45.65809535,73°30′01″W,-73.50031341,20.5393,32.202°
45°39′24″N,45.65673252,73°28′47″W,-73.47971486,21.3154,36.06°
45°34′54″N,45.58171159,73°58′26″W,-73.97381202,27.3953,289.02°
45°38′44″N,45.64541787,73°21′51″W,-73.36416179,26.8265,53.393°
45°41′19″N,45.68867264,73°29′51″W,-73.49739223,23.5913,28.251°
45°32′34″N,45.54276711,73°19′03″W,-73.31763563,25.6138,79.669°
45°31′46″N,45.52943068,73°37′18″W,-73.62154357,3.4183,26.485°
45°25′56″N,45.43223465,73°23′12″W,-73.38677654,21.2997,111.251°
45°25′57″N,45.43237057,73°20′28″W,-73.34101386,24.6541,108.181°
45°23′21″N,45.38907816,73°45′36″W,-73.75991071,15.6041,216.493°
45°26′07″N,45.4352439,73°44′18″W,-73.73841569,10.6122,225.697°
45°28′55″N,45.4820134,73°15′49″W,-73.26370931,29.5092,94.17°
45°19′33″N,45.32589929,73°49′50″W,-73.83042687,24.5321,217.12°
45°30′34″N,45.50950584,73°46′39″W,-73.77752522,10.6673,274.582°
45°40′03″N,45.66741969,73°37′38″W,-73.62720101,18.4392,3.361°
45°20′54″N,45.34842593,73°20′01″W,-73.33360867,29.4567,125.313°
45°38′06″N,45.63498399,73°53′36″W,-73.89341638,24.5966,307.081°
45°17′16″N,45.28770907,73°29′45″W,-73.4959478,26.3864,154.501°
45°20′18″N,45.33834525,73°33′05″W,-73.55140056,19.4957,158.915°
45°27′49″N,45.46365505,73°17′45″W,-73.29592777,27.2528,98.863°
45°29′39″N,45.49414379,73°41′00″W,-73.68346703,3.4139,255.33°
45°28′51″N,45.48092059,73°48′45″W,-73.81251475,13.5675,260.146°
45°38′38″N,45.64393904,73°42′14″W,-73.7038942,16.5348,342.826°
45°21′39″N,45.36091857,73°46′27″W,-73.77419373,18.8118,213.566°
45°44′11″N,45.73631499,73°46′53″W,-73.78146626,28.2646,337.325°
45°18′56″N,45.3154211,73°30′30″W,-73.50840681,23.1882,153.41°
45°31′07″N,45.51869043,73°53′13″W,-73.8868838,19.2476,275.647°
45°40′17″N,45.6714369,73°51′59″W,-73.86669847,25.7648,317.116°
45°36′27″N,45.60737199,73°36′45″W,-73.61253573,11.9377,10.733°
45°38′23″N,45.63973264,73°24′26″W,-73.40716931,23.8059,49.836°
45°31′57″N,45.53238322,73°55′03″W,-73.91762235,21.815,279.033°
45°33′50″N,45.5637575,73°34′46″W,-73.57937567,8.3924,34.946°
45°37′10″N,45.61936729,73°20′42″W,-73.34509401,26.496,60.356°
45°41′28″N,45.69109188,73°36′17″W,-73.60464371,21.2308,7.669°
45°25′01″N,45.41694211,73°51′01″W,-73.85039824,18.8666,240.008°
45°32′47″N,45.54627942,73°31′48″W,-73.5299169,9.9707,60.305°
45°37′05″N,45.6179174,73°29′05″W,-73.48466776,17.7446,43.304°
45°19′22″N,45.3227428,73°40′48″W,-73.67987875,20.1584,188.651°
45°39′34″N,45.65948755,73°52′30″W,-73.87509126,25.2768,313.978°
45°17′20″N,45.28895798,73°40′19″W,-73.67187048,23.8091,185.803°
45°28′03″N,45.46748278,73°54′47″W,-73.91291903,21.5394,259.852°
45°39′12″N,45.65335357,73°38′33″W,-73.64244411,16.8432,359.647°
45°29′45″N,45.49594026,73°35′25″W,-73.59031829,4.0152,99.525°
45°41′26″N,45.69045796,73°22′15″W,-73.37092071,29.6967,44.982°
45°19′26″N,45.32387814,73°30′59″W,-73.51641214,22.0675,153.775°
45°26′41″N,45.44479374,73°56′42″W,-73.94503295,24.542,255.102°
45°15′29″N,45.25810129,73°46′18″W,-73.77165317,28.974,200.656°
45°39′42″N,45.66164442,73°34′03″W,-73.56761426,18.6635,17.825°
45°24′35″N,45.40983651,73°42′44″W,-73.71208498,11.6438,208.423°
45°24′51″N,45.41403151,73°46′44″W,-73.77882991,14.5266,227.752°
45°42′26″N,45.70725363,73°28′25″W,-73.47370548,26.2918,29.64°
45°14′28″N,45.24103161,73°38′56″W,-73.64887242,29.0245,181.2°
45°36′15″N,45.60407934,73°30′48″W,-73.51333848,15.1041,41.167°
45°43′00″N,45.71679644,73°29′51″W,-73.49738473,26.3862,25.024°
45°16′53″N,45.28127508,73°44′49″W,-73.74687925,25.8954,198.643°
45°33′28″N,45.5578751,73°45′25″W,-73.75682504,10.9555,304.655°
45°34′53″N,45.5814958,73°55′04″W,-73.91769343,23.2933,292.429°
45°29′13″N,45.48684721,73°47′01″W,-73.78362917,11.2378,261.468°
45°25′05″N,45.4179207,73°30′36″W,-73.50997691,13.8549,132.359°
45°36′56″N,45.61555832,73°57′21″W,-73.95597182,27.5866,297.381°
45°31′14″N,45.52054647,73°57′33″W,-73.95923153,24.8821,274.888°
45°45′26″N,45.75712758,73°32′42″W,-73.54486494,29.3557,14.739°
45°17′19″N,45.28861995,73°35′28″W,-73.59106924,24.0449,170.628°
45°30′53″N,45.51485315,73°21′41″W,-73.36152459,21.8403,86.125°
45°27′59″N,45.46627114,73°57′44″W,-73.96219593,25.351,261.115°
45°35′46″N,45.59613677,73°32′16″W,-73.53782446,13.2108,37.478°
45°18′40″N,45.31115655,73°26′59″W,-73.44982051,25.949,144.787°
45°16′16″N,45.27115583,73°44′35″W,-73.74315639,26.877,197.29°
45°44′44″N,45.74568421,73°28′59″W,-73.48311755,29.7678,24.328°
45°33′08″N,45.55236093,73°18′15″W,-73.30407237,26.8549,77.822°
45°25′16″N,45.42108731,73°23′16″W,-73.38788436,21.7046,114.382°
45°32′59″N,45.54964235,73°20′48″W,-73.34662521,23.553,76.872°
45°34′02″N,45.56727568,74°00′15″W,-74.00414044,29.2035,284.542°
45°41′30″N,45.69164385,73°40′35″W,-73.67625388,21.2783,352.627°
45°19′45″N,45.32910274,73°21′50″W,-73.36379575,28.9532,131.5°
45°29′01″N,45.48372421,73°38′55″W,-73.64866813,2.1085,196.237°
45°41′15″N,45.68747651,73°47′20″W,-73.78880832,23.6236,330.935°
45°17′39″N,45.29411565,73°25′39″W,-73.42747903,28.5066,144.101°
45°24′47″N,45.41312383,73°37′44″W,-73.62883355,9.9233,174.458°
45°25′35″N,45.42632796,73°38′35″W,-73.64304601,8.4097,181.031°
45°38′41″N,45.64459684,73°57′37″W,-73.96036247,29.4901,302.669°
45°21′56″N,45.36545278,73°55′17″W,-73.92133483,26.6232,235.339°
45°44′07″N,45.73518259,73°34′59″W,-73.58314257,26.3334,9.839°
45°29′00″N,45.48329145,73°23′41″W,-73.39478563,19.3172,96.071°
45°27′45″N,45.46256724,73°39′25″W,-73.65699286,4.5495,195.806°
45°36′42″N,45.61166883,73°40′43″W,-73.67867555,12.5521,346.534°
45°30′59″N,45.51667974,73°54′13″W,-73.90349082,20.5176,274.681°
45°37′02″N,45.61733985,73°18′10″W,-73.30284815,29.304,63.899°
45°42′06″N,45.70162908,73°31′20″W,-73.52232859,24.0588,22.551°
45°18′38″N,45.31067475,73°24′27″W,-73.40741541,28.0271,139.291°
45°19′34″N,45.32617147,73°44′51″W,-73.74743266,21.2381,203.047°
45°29′43″N,45.49524457,73°47′06″W,-73.78502101,11.2442,266.262°
45°43′51″N,45.73076638,73°45′43″W,-73.76183969,27.1309,339.788°
45°18′55″N,45.31532472,73°33′41″W,-73.56147105,21.6664,163.292°
45°31′29″N,45.52474762,73°35′48″W,-73.59672627,4.2906,53.711°
45°20′24″N,45.33987585,73°29′00″W,-73.48328102,21.8331,145.587°
45°44′37″N,45.74363294,73°48′10″W,-73.80288468,29.6839,334.974°
45°24′55″N,45.41527577,73°50′59″W,-73.84978698,18.9193,239.45°
45°37′32″N,45.62566,73°26′27″W,-73.44088726,20.7966,48.494°
45°19′34″N,45.32622536,73°43′38″W,-73.72720979,20.6664,199.014°
45°22′30″N,45.37498635,73°50′29″W,-73.84127326,21.0567,227.964°
45°27′45″N,45.46255957,74°00′52″W,-74.01450668,29.4465,261.582°
45°39′06″N,45.65165468,73°26′54″W,-73.44846403,22.4118,41.936°
45°33′05″N,45.55150966,73°48′30″W,-73.8082822,14.146,293.006°
45°40′58″N,45.68284422,73°46′22″W,-73.77271303,22.5799,333.07°
45°31′36″N,45.52675881,73°55′52″W,-73.93099861,22.7622,277.073°
45°22′59″N,45.38319036,73°54′17″W,-73.9047201,24.4462,237.395°
45°22′51″N,45.3807404,73°28′08″W,-73.46895497,19.031,135.032°
45°38′16″N,45.63769024,73°48′15″W,-73.80423018,19.7319,319.991°
45°19′03″N,45.31748985,73°35′59″W,-73.59985624,20.7654,171.062°
45°22′53″N,45.38141118,73°51′32″W,-73.8588374,21.6423,231.809°
45°28′37″N,45.4768285,73°46′40″W,-73.77786655,11.0229,255.38°
45°42′42″N,45.7116243,73°27′24″W,-73.45678827,27.3808,31.522°
