latitude,longitude
45.57488168,-73.53891325
45.65745123,-73.51664887
45.63900367,-73.52221837
45.61902817,-73.52598322
45.48163594,-73.78971293
45.64812345,-73.57815837
45.6463354,-73.55016488
45.55004823,-73.6311283
45.68741385,-73.49436035
45.53468161,-73.64818078
45.57222457,-73.55990816
45.46299362,-73.83133402
45.50071692,-73.84515957
45.42946451,-73.93812396
45.41015563,-73.9354191
45.5633661,-73.56165993
45.68385452,-73.50579593
45.59430551,-73.56002087
45.61239472,-73.53032104
45.53451567,-73.58495957
45.49962635,-73.77047318
45.50624293,-73.82632309
45.54700117,-73.61529329
45.4470325,-73.72191276
45.67544469,-73.51949291
45.46392943,-73.84735294
45.48797893,-73.61045874
45.43283374,-73.61639501
45.49554773,-73.76653141
45.42225457,-73.91033443
45.4773045,-73.79172135
45.68177066,-73.50074024
45.61448636,-73.60340683
45.5968676,-73.57195032
45.5703431,-73.56167806
45.45086121,-73.73097874
45.46847997,-73.65375745
45.43145462,-73.87454014
45.52146348,-73.6241658
45.57090038,-73.56849616
45.66500818,-73.5165885
45.45530685,-73.57060188
45.52836242,-73.64998023
45.47601288,-73.79687942
45.61039238,-73.60691294
45.49098151,-73.82129273
45.59221711,-73.6315085
45.53251803,-73.5921338
45.50262771,-73.63593174
45.50629857,-73.59249057
45.48734232,-73.75548857
45.59399209,-73.57258199
45.57202475,-73.63204963
45.49936437,-73.6569725
45.62899661,-73.52329404
45.50608951,-73.65693509
45.48591862,-73.62549518
45.44323954,-73.89478079
45.46116302,-73.61293008
45.41976625,-73.89465157
45.67276973,-73.5153252
45.57276041,-73.60955109
45.58628473,-73.52808489
45.4867438,-73.64301719
45.5345638,-73.55600126
45.52449289,-73.63569134
45.50645289,-73.73373449
45.49364059,-73.62966293
45.57632852,-73.60140884
45.45338579,-73.672909
45.61261258,-73.60817968
45.43939289,-73.94743529
45.46701395,-73.7468784
45.41769361,-73.91278032
45.53062494,-73.55306469
45.46329246,-73.64918306
45.43733329,-73.8694944
45.61438958,-73.60017074
45.56678781,-73.55911275
45.44720895,-73.73388031
45.65840711,-73.55966388
45.46592161,-73.71037846
45.48906709,-73.68804003
45.5337225,-73.70438737
45.54077338,-73.66075088
45.6984518,-73.48704023
45.63032505,-73.56434813
45.46267688,-73.671083
45.50594713,-73.75818917
45.50245863,-73.64686417
45.43190741,-73.92163953
45.45563667,-73.73998647
45.53183977,-73.64858799
45.44227593,-73.94756117
45.43075881,-73.89771459
45.44856959,-73.64258293
45.49406338,-73.55470545
45.56320444,-73.65464346
45.44839161,-73.83076082
45.46929587,-73.71301098
45.59096196,-73.51130101
45.41267187,-73.94353434
45.57202442,-73.61140446
45.42657323,-73.94690332
45.63190909,-73.54074859
45.44294263,-73.70670857
45.45776974,-73.61443633
45.53503998,-73.63461033
45.4875241,-73.56759511
45.46764291,-73.84984602
45.54077005,-73.62039723
45.46844509,-73.78587637
45.52697645,-73.6577769
45.43148785,-73.90595191
45.6919165,-73.49310822
45.44262713,-73.69843002
45.4965697,-73.73849859
45.67980069,-73.50727945
45.42641098,-73.87415554
45.45752699,-73.58444811
45.67124473,-73.50816512
45.56769807,-73.58565745
45.57437527,-73.61235892
45.47700936,-73.63987974
45.62079709,-73.55645675
45.47387492,-73.81400625
45.51472803,-73.56124905
45.57261574,-73.55850661
45.47324775,-73.73217613
45.59259898,-73.54918538
45.49190954,-73.68416031
45.45184423,-73.69727522
45.53002589,-73.68930075
45.62595624,-73.52276518
45.46807741,-73.66792835
45.53255937,-73.64382893
45.56398234,-73.62887401
45.62557572,-73.56848015
45.48971446,-73.64881659
45.48102525,-73.81752748
45.56501401,-73.62359234
45.46568034,-73.77021298
45.58977556,-73.59115248
45.69741799,-73.48341578
45.51695938,-73.68757982
45.50511028,-73.68414036
45.55293611,-73.54281489
45.53330177,-73.55815575
45.60372125,-73.6122126
45.50352497,-73.62483236
45.60690692,-73.61584353
45.51286202,-73.59754485
45.63150794,-73.56608286
45.66275078,-73.49423788
45.46607802,-73.8710879
45.47551709,-73.5622932
45.45082046,-73.84238734
45.4900308,-73.62143943
45.45056415,-73.78177621
45.50890101,-73.75052125
45.54436512,-73.6011938
45.51087867,-73.63827358
45.48120425,-73.74573521
45.53927843,-73.56390197
45.55751464,-73.60519363
45.64008,-73.51299584
45.52277984,-73.55602059
45.50173374,-73.6158927
45.45967931,-73.7590921
45.50884826,-73.72458296
45.64976503,-73.51543392
45.47877192,-73.78695208
45.64373728,-73.51524075
45.49362645,-73.6400984
45.45951583,-73.68956158
45.48555088,-73.75244462
45.5703603,-73.62093751
45.49928631,-73.64678499
45.49217497,-73.60878589
45.45145757,-73.92057024
45.50777287,-73.57053178
45.53659716,-73.69741955
45.66191125,-73.51110637
45.58623829,-73.58012539
45.56429086,-73.66376685
45.61131126,-73.59780213
45.62670668,-73.55977173
45.49580168,-73.62255428
45.48104645,-73.76568045
45.43813905,-73.6065253
45.56575073,-73.5733832
45.59115873,-73.62296663
45.51072054,-73.64056799
45.52619565,-73.63286975
45.52745518,-73.55471362
45.50829262,-73.63638184
45.46661303,-73.71827955
45.50748431,-73.65212632
45.47780195,-73.7629738
45.60422835,-73.56392973
45.49704213,-73.77727301
45.49749146,-73.84538093
45.56061785,-73.59477459
45.58143861,-73.56446514
45.5548036,-73.55517825
45.58198747,-73.57182643
45.44451515,-73.71346276
45.50587242,-73.74153375
45.49205176,-73.71910111
45.45623788,-73.82781583
45.54982679,-73.57367601
45.48696399,-73.63723542
45.46531045,-73.61236991
45.49529601,-73.61606317
45.48520158,-73.61413054
45.6729538,-73.50161397
45.47261038,-73.56345567
45.5174164,-73.73154422
45.42354414,-73.64231008
45.41959203,-73.94542365
45.45615514,-73.59501751
45.61480258,-73.52275614
45.41120425,-73.92829501
45.49368896,-73.62578136
45.51158715,-73.57898302
45.51005188,-73.80428555
45.46458085,-73.66614017
45.61276619,-73.56800852
45.46644461,-73.82612708
45.65694421,-73.51532581
45.50527761,-73.69215565
45.46274465,-73.7099954
45.56182396,-73.55973459
45.42732245,-73.90238986
45.5204252,-73.58887615
45.50294599,-73.69157247
45.49821634,-73.75602349
45.46742031,-73.56755612
45.65966951,-73.53926485
45.46123512,-73.72281051
45.51155814,-73.75298019
45.503357,-73.64263585
45.61576353,-73.61475623
45.54165988,-73.67093447
45.45216348,-73.68788028
45.48308142,-73.60665797
45.55613738,-73.63593296
45.52422009,-73.58768746
45.59516905,-73.54702069
45.50526417,-73.81322748
45.53085174,-73.59514786
45.49859691,-73.7733406
45.44782967,-73.90349373
45.48233099,-73.76495397
45.42681295,-73.625175
45.45199048,-73.91481625
45.47931416,-73.69622013
45.42049857,-73.93533303
45.48057383,-73.85041664
45.61362176,-73.51318522
45.5486763,-73.64619443
45.44905664,-73.85542568
45.53686413,-73.71206751
45.64613336,-73.56325569
45.42522764,-73.86822708
45.45249611,-73.81912067
45.64055967,-73.49831248
45.51320791,-73.73566424
45.6449813,-73.53273154
45.48138304,-73.76563284
45.54227037,-73.66275607
45.61176128,-73.60181387
45.49253871,-73.65529032
45.58928344,-73.61010005
45.46840911,-73.59704886
45.59800725,-73.62451411
45.44303249,-73.70658767
45.49628553,-73.63114094
45.4201325,-73.94648437
45.54230194,-73.54605178
45.47606678,-73.73381036
45.44725718,-73.6928679
45.55862881,-73.53650575
45.49390104,-73.67548062
45.65050774,-73.52592011
45.64716119,-73.53298864
45.57138223,-73.65090964
45.6546153,-73.54970255
45.4930948,-73.64036931
45.67040535,-73.50100659
45.47779451,-73.82701833
45.45705601,-73.81579479
45.44275663,-73.6382312
45.52157548,-73.62159898
45.52641584,-73.5993841
45.45492017,-73.9023632
45.5283417,-73.60820034
45.6221634,-73.52125906
45.46477387,-73.74802515
45.57819857,-73.59610334
45.46059454,-73.79600885
45.6596935,-73.50853861
45.52872585,-73.62677399
45.58278662,-73.60810207
45.48565255,-73.59890384
45.63546501,-73.57502179
45.41904843,-73.958261
45.6788903,-73.52015357
45.45925523,-73.61908579
45.586689,-73.64602042
45.65627982,-73.51637737
45.42938648,-73.88349505
45.52329067,-73.67694991
45.64921176,-73.52796648
45.4713818,-73.8634668
45.5408453,-73.62762264
45.62444518,-73.60405772
45.68829655,-73.49525004
45.48870664,-73.79805146
45.46534371,-73.88172094
45.66991825,-73.53972647
45.56658499,-73.63403162
45.49830002,-73.71947658
45.50466594,-73.71730607
45.44310956,-73.92903865
45.49680209,-73.73662456
45.53900655,-73.54312604
45.60220205,-73.56452259
45.5343381,-73.67067043
45.60517954,-73.51860795
45.43922691,-73.91650952
45.44868489,-73.81527601
45.4760858,-73.74210705
45.47778126,-73.83010617
45.45250103,-73.68089135
45.48947661,-73.64962767
45.46817449,-73.65796125
45.56809646,-73.62371251
45.47685712,-73.83178378
45.46866081,-73.71612531
45.43480875,-73.88055968
45.50233417,-73.73633418
45.48541642,-73.81163097
45.49370886,-73.64133985
45.48105461,-73.58215781
45.63663358,-73.58113114
45.4523934,-73.77929046
45.6250056,-73.60268024
45.61111708,-73.58560259
45.66660136,-73.53896855
45.50942224,-73.58556917
45.44368479,-73.64869113
45.52088586,-73.72729135
45.48690341,-73.71921114
45.43686999,-73.87504932
45.46337521,-73.73061311
45.47270927,-73.81152756
45.45145034,-73.75995006
45.4442249,-73.59135316
45.51933451,-73.60750156
45.43645914,-73.966364
45.53004217,-73.70062538
45.55385405,-73.53827828
45.50784169,-73.63369897
45.58941605,-73.58928039
45.47737309,-73.80784192
45.47084169,-73.85631248
45.45581123,-73.77939136
45.56549645,-73.65732808
45.57207743,-73.60924814
45.65612276,-73.5152438
45.62328154,-73.56651582
45.4273897,-73.90462881
45.49115117,-73.6965352
45.538838,-73.64582769
45.47431667,-73.62546073
45.52154326,-73.72665726
45.4340489,-73.92665389
45.65058476,-73.54415062
45.53371777,-73.56016601
45.45532562,-73.8862581
45.41778225,-73.93350708
45.53120179,-73.56773219
45.45471883,-73.90669485
45.45118823,-73.68535135
45.46456046,-73.69687518
45.48251274,-73.59767336
45.53693485,-73.54136472
45.49178781,-73.61549603
45.44514253,-73.75056678
45.49138708,-73.62697047
45.41147169,-73.91827473
45.54858439,-73.67355407
45.60981517,-73.58952723
45.48626913,-73.76384438
45.48416774,-73.77488851
45.55443138,-73.63180554
45.44500157,-73.75742366
45.55143817,-73.58743056
45.65478834,-73.49599719
45.47722083,-73.55685164
45.45243257,-73.90165441
45.43926851,-73.74601567
45.52232272,-73.66461625
45.52450665,-73.65343084
45.47078523,-73.64283653
45.65197271,-73.53330984
45.5618663,-73.55694817
45.46667248,-73.65621111
45.4709709,-73.61069113
45.57202142,-73.52505055
45.52126754,-73.70369844
45.5054151,-73.66817712
45.46229128,-73.722106
45.62657802,-73.60281986
45.47971874,-73.60683173
45.48057672,-73.62294231
45.59664819,-73.57153459
45.46332121,-73.69550579
45.56034731,-73.57144063
45.50849532,-73.75922391
45.49694668,-73.55708087
45.48289833,-73.63274957
45.65150014,-73.56710401
45.47942701,-73.59157821
45.45700044,-73.88577884
45.62555297,-73.58544901
45.50359694,-73.8132763
45.57346991,-73.55707608
45.50599134,-73.83590182
45.49301381,-73.6381928
45.4239669,-73.94552709
45.44015944,-73.95635169
45.46591217,-73.63484078
45.40646084,-73.93927744
45.48744301,-73.73240109
45.51838932,-73.59543139
45.48105384,-73.61052174
45.48195078,-73.65077701
45.53780624,-73.56233354
45.46182026,-73.87710525
45.43870482,-73.91834205
45.41407569,-73.92962255
45.47772475,-73.55932523
45.51503092,-73.72798223
45.64689154,-73.53095561
45.49196665,-73.5542066
45.5194766,-73.59865275
45.61851103,-73.5041498
45.48608463,-73.76121179
45.56502089,-73.52167562
45.43492729,-73.86278259
45.48231522,-73.72495466
45.43612194,-73.69996836
45.51490858,-73.67438709
45.54083768,-73.64190526
45.43799535,-73.85146792
45.43756497,-73.63619348
45.4685157,-73.7790579
45.47851197,-73.77103856
45.50192789,-73.58240563
45.40907603,-73.95199559
45.48001565,-73.82823772
45.63166883,-73.58627487
45.45190489,-73.88676338
45.62011103,-73.5179725
45.49267891,-73.70682687
45.59437557,-73.6012441
45.63910835,-73.58064777
45.55549471,-73.54088279
45.45877806,-73.58496121
45.48888365,-73.84683531
45.47251002,-73.86961211
45.49429367,-73.61898113
45.52822233,-73.64084888
45.50477951,-73.78266966
45.43319361,-73.89290829
45.63176442,-73.56835892
45.65238949,-73.52662463
45.46479327,-73.61072489
45.57719947,-73.54653712
45.46607522,-73.72922608
45.5678347,-73.55098437
45.59326927,-73.62027111
45.45228702,-73.85657416
45.43038418,-73.95683288
45.48535842,-73.80158044
45.44733934,-73.69330313
45.52310136,-73.72542393
45.59850359,-73.61892324
45.48699264,-73.60998666
45.49010011,-73.71382761
45.61112628,-73.52554969
45.66592674,-73.52785424
45.622769,-73.57330959
45.41919877,-73.95936547
45.59043168,-73.59374987
45.5383924,-73.5533752
45.46854984,-73.75341773
45.42616375,-73.94444382
45.50200911,-73.69266768
45.44414245,-73.83005015
45.42684144,-73.92188419
45.4448119,-73.79870278
45.45532001,-73.85377034
45.60860904,-73.54203622
45.50361611,-73.7765883
45.6471764,-73.53042277
45.63905283,-73.50572183
45.44072507,-73.94884116
45.47419012,-73.67953923
45.47452654,-73.74088961
45.59787679,-73.5777273
45.4295345,-73.89963669
45.44305223,-73.61895959
45.53644711,-73.61250386
45.52730646,-73.58257719
45.5054274,-73.7184368
45.43879208,-73.75058888
45.51866555,-73.69926011
45.57228757,-73.58268569
45.52261741,-73.71708345
45.48089579,-73.81146637
45.50507218,-73.5752528
45.55898833,-73.55338497
45.60553989,-73.51770688
45.45746109,-73.67264795
45.61758105,-73.61616086
45.5558254,-73.5735572
45.59308201,-73.60247396
45.46289048,-73.67086173
45.55985265,-73.52883361
45.48073573,-73.78218771
45.55602227,-73.62537583
45.61603996,-73.52937452
45.49091673,-73.65902692
45.49058931,-73.77506149
45.43108439,-73.91522584
45.46726108,-73.56796292
45.47347364,-73.66155645
45.63951202,-73.56921231
45.53009056,-73.66755249
45.50441282,-73.6021493
45.50550951,-73.63916492
45.56309408,-73.59024077
45.53084501,-73.70528997
45.48474978,-73.75013446
45.50944692,-73.81245107
45.50077945,-73.57187029
45.56010167,-73.54431433
45.51740781,-73.68498944
45.45486096,-73.61249041
45.43275035,-73.92637463
45.46807151,-73.59121042
45.43604476,-73.84536526
45.48231746,-73.64834352
45.43721637,-73.96188972
45.64144904,-73.55320431
45.45537531,-73.6138095
45.46882562,-73.86435051
45.46263633,-73.74181072
45.44465122,-73.80644639
45.49339936,-73.84217888
45.64028733,-73.49857854
45.44270101,-73.65555348
45.65271448,-73.53569922
45.4566759,-73.84533034
45.43684086,-73.95651525
45.43210466,-73.87855838
45.44467179,-73.70473431
45.66715921,-73.51765598
45.42918543,-73.93800812
45.54736382,-73.54477547
45.44804854,-73.72256638
45.49651964,-73.66435284
45.44472935,-73.58315003
45.50051216,-73.6134432
45.49367111,-73.57909121
45.44076332,-73.60348268
45.59233807,-73.52619725
45.49847161,-73.74394073
45.6503926,-73.57437513
45.49953689,-73.70941699
45.6553843,-73.50795388
45.4596252,-73.74318784
45.60910349,-73.57318896
45.43139465,-73.89225144
45.52139686,-73.73614839
45.47645378,-73.78408184
45.45649506,-73.91120715
45.46557727,-73.68664745
45.60432645,-73.60609783
45.49806641,-73.6039261
45.42616028,-73.86691095
45.51058475,-73.56075599
45.43993769,-73.6378347
45.48792014,-73.58877422
45.48139476,-73.74015289
45.42824039,-73.61454283
45.48124044,-73.85694168
45.50601507,-73.78614212
45.45988136,-73.77224597
45.43452049,-73.63518903
45.56466465,-73.57131356
45.55970384,-73.64943448
45.44418165,-73.60143754
45.48836711,-73.68882522
45.5207844,-73.74128937
45.47015943,-73.63692583
45.50009004,-73.70836512
45.4634363,-73.67860975
45.46742909,-73.715075
45.47809005,-73.75059513
45.55849787,-73.62996363
45.50781178,-73.63910509
45.49164397,-73.68216618
45.54070525,-73.60118812
45.46341234,-73.75188059
45.59511447,-73.56389502
45.5085283,-73.72173995
45.66563639,-73.53649838
45.64087631,-73.51782771
45.47110553,-73.7252812
45.63004464,-73.60274203
45.44564509,-73.61865934
45.41204404,-73.93228106
45.45720234,-73.77942644
45.56298884,-73.57048971
45.64769453,-73.56372599
45.52168314,-73.57749659
45.48504299,-73.66518681
45.48949212,-73.775455
45.46562203,-73.65509328
45.44282365,-73.66999111
45.42062084,-73.94768822
45.55145784,-73.65317047
45.48529524,-73.8585753
45.45628466,-73.65494141
45.53972388,-73.59684156
45.50156602,-73.64450461
45.50754401,-73.701354
45.62769308,-73.5352084
45.44915557,-73.88534934
45.51496905,-73.63549464
45.42979412,-73.92155865
45.43819489,-73.91758532
45.51856281,-73.68277678
45.50611189,-73.7415892
45.46187493,-73.6871771
45.5283919,-73.69096918
45.49682929,-73.74864939
45.45600541,-73.66400189
45.49247553,-73.65176771
45.62618527,-73.55022967
45.56590945,-73.59685034
45.45240117,-73.79444346
45.6441655,-73.56582309
45.55507015,-73.56899811
45.45043707,-73.84442867
45.45113016,-73.88034904
45.44162224,-73.59900524
45.63267224,-73.58293235
45.61563262,-73.60872379
45.4904423,-73.82188361
45.44561443,-73.66251757
45.4558585,-73.62018755
45.48719636,-73.70063298
45.41745098,-73.94971049
45.56036075,-73.53589694
45.47102027,-73.69786673
45.53904735,-73.61375527
45.4342901,-73.92000345
45.65155088,-73.56658662
45.47861551,-73.76268138
45.61581228,-73.52267116
45.62868598,-73.5218951
45.4871317,-73.65441646
45.50318663,-73.63690846
45.42796176,-73.94054402
45.62358528,-73.60128675
45.6578543,-73.53431086
45.46444363,-73.62919295
45.52135205,-73.57207099
45.62366598,-73.58035843
45.48212896,-73.71152635
45.4350163,-73.66029359
45.498061,-73.65540387
45.60230461,-73.54872474
45.51543347,-73.63209989
45.54086834,-73.59412292
45.62983205,-73.60169683
45.56768406,-73.59047247
45.48938174,-73.73724499
45.54444281,-73.55107816
45.44403808,-73.84597563
45.45166548,-73.78425948
45.58548513,-73.60503308
45.48423727,-73.73128354
45.50827793,-73.74291301
45.48173045,-73.81161871
45.43515461,-73.64344992
45.44195289,-73.76434068
45.53694667,-73.63234788
45.44259395,-73.92168509
45.46200253,-73.82588982
45.68329632,-73.49744531
45.59915776,-73.53509426
45.42872419,-73.95042569
45.49708136,-73.82517234
45.53294417,-73.61708792
45.46698017,-73.79373439
45.53013368,-73.60995808
45.67238555,-73.52685503
45.52533262,-73.64563428
45.59724254,-73.53367048
45.49798121,-73.64723487
45.51779962,-73.57015453
45.5388111,-73.60775056
45.4700888,-73.76803673
45.65400638,-73.5626122
45.50852554,-73.73887848
45.44080005,-73.72460925
45.43898996,-73.59684567
45.51769701,-73.69137956
45.64528137,-73.50854636
45.56775468,-73.61006287
45.43550511,-73.68461069
45.52804567,-73.72365633
45.59594225,-73.52215291
45.64700765,-73.58123519
45.48080729,-73.66511747
45.62931661,-73.58087242
45.46508137,-73.74561155
45.57268051,-73.55972174
45.50459555,-73.60463532
45.53250423,-73.54507161
45.55812051,-73.60366754
45.52295445,-73.70481329
45.44442092,-73.85887158
45.52695199,-73.64162275
45.61627269,-73.55889782
45.63148539,-73.58228498
45.5243506,-73.69523922
45.44470231,-73.62251975
45.58206158,-73.538727
45.43809185,-73.88079593
45.45449926,-73.72456474
45.45401596,-73.8608432
45.48342956,-73.74878848
45.54080226,-73.57089322
45.69326887,-73.49436887
45.43063537,-73.63616309
45.50060675,-73.67245019
45.58016653,-73.53442914
45.57519221,-73.62360369
45.64178651,-73.58038623
45.44250437,-73.592949
45.52481209,-73.67481047
45.59170059,-73.62391286
45.44327759,-73.72781033
45.48004494,-73.76162213
45.58252525,-73.63257879
45.52235245,-73.70819936
45.50327105,-73.5681916
45.50986546,-73.68039891
45.5362388,-73.66299736
45.52630004,-73.72163061
45.50789245,-73.82128264
45.51705009,-73.54900157
45.48588188,-73.57944152
45.48956489,-73.80479723
45.64257898,-73.54970206
45.51943344,-73.61412683
45.65281847,-73.51114883
45.49767278,-73.74881944
45.52523045,-73.67175188
45.62257125,-73.52766401
45.45198285,-73.89538845
45.49350744,-73.7605341
45.49932921,-73.84168318
45.53711318,-73.69869251
45.48174298,-73.67441209
45.50511958,-73.77420852
45.43321943,-73.88358843
45.64409079,-73.51491743
45.61775203,-73.5234968
45.49173498,-73.62119045
45.45516197,-73.90822631
45.56309831,-73.60037887
45.47740283,-73.66086453
45.54038023,-73.63995155
45.66275498,-73.52523417
45.54791809,-73.54982748
45.51656517,-73.64787703
45.45532782,-73.86342888
45.633807,-73.53318205
45.45139203,-73.6160731
45.4285689,-73.87527113
45.49142061,-73.63411207
45.46304798,-73.85375848
45.69027463,-73.5011849
45.57677673,-73.5877253
45.44188347,-73.93841068
45.46952573,-73.57692596
45.49084594,-73.78192185
45.6636424,-73.51836617
45.46474534,-73.68200821
45.50895005,-73.81179188
45.52313141,-73.67009223
45.44443735,-73.70469625
45.44981106,-73.75707371
45.48793042,-73.81094808
45.53171895,-73.60925849
45.43763632,-73.69730192
45.50280927,-73.56397317
45.50098927,-73.57233194
45.50731282,-73.77621912
45.64962064,-73.54315411
45.61282443,-73.54995432
45.46402354,-73.62507161
45.41366905,-73.94863673
45.63418892,-73.50510856
45.6004572,-73.54051884
45.51908433,-73.56488392
45.47727514,-73.8061214
45.4945164,-73.74596286
45.47740081,-73.67797369
45.52522843,-73.69854066
45.44193612,-73.63138208
45.44368737,-73.65491463
45.42557882,-73.92019688
45.45454303,-73.57702747
45.47570822,-73.56392308
45.43879913,-73.95473778
45.44311564,-73.93641571
45.49066691,-73.70017087
45.44892502,-73.80390348
45.43716224,-73.88301794
45.54455399,-73.61381035
45.61119638,-73.57839407
45.51315695,-73.71985063
45.46802995,-73.61716821
45.51859651,-73.72118504
45.53205926,-73.72384725
45.503223,-73.5792867
45.49070611,-73.59352478
45.58939379,-73.54519607
45.52631108,-73.57738559
45.45971006,-73.7170547
45.50404604,-73.62688095
45.57126727,-73.545014
45.63268789,-73.56853905
45.43783433,-73.85031502
45.62502447,-73.59379307
45.47190655,-73.66162368
45.55122295,-73.60383464
45.43216698,-73.93940312
45.53936179,-73.67258682
45.6144206,-73.59419197
45.46631285,-73.57636278
45.46025888,-73.82269226
45.6540421,-73.50612808
45.64584942,-73.54894724
45.50337603,-73.68958648
45.55925415,-73.66975523
45.57786264,-73.64934433
45.67554107,-73.49677195
45.47918578,-73.67314195
45.45382459,-73.66802067
45.4672534,-73.70755062
45.60493735,-73.57587332
45.63881099,-73.52988156
45.45158588,-73.6427042
45.56243032,-73.52634395
45.4521989,-73.79923069
45.64208044,-73.55322364
45.44327503,-73.77465038
45.60928304,-73.60310613
