Year,Date,3,Count,Lat,Lng
2009,5,1,0.0,45.44905664,-73.85542568
2010,12,2,0.0,45.53686413,-73.71206751
2006,8,1,0.0,45.64613336,-73.56325569
2010,9,2,0.0,45.42522764,-73.86822708
2008,11,1,0.0,45.45249611,-73.81912067
2006,10,1,0.0,45.64055967,-73.49831248
2007,6,1,0.0,45.51320791,-73.73566424
2007,4,2,0.0,45.6449813,-73.53273154
2007,5,3,0.0,45.48138304,-73.76563284
2010,12,1,0.0,45.54227037,-73.66275607
2009,7,3,0.0,45.61176128,-73.60181387
2007,6,3,0.0,45.49253871,-73.65529032
2008,5,2,0.0,45.58928344,-73.61010005
2006,11,1,0.0,45.46840911,-73.59704886
2008,4,1,0.0,45.59800725,-73.62451411
2006,9,3,0.0,45.44303249,-73.70658767
2006,2,2,0.0,45.49628553,-73.63114094
2006,12,1,0.0,45.4201325,-73.94648437
2007,1,2,0.0,45.54230194,-73.54605178
2006,10,3,0.0,45.47606678,-73.73381036
2008,3,1,0.0,45.44725718,-73.6928679
2007,8,2,0.0,45.55862881,-73.53650575
2009,10,2,0.0,45.49390104,-73.67548062
2006,11,3,0.0,45.65050774,-73.52592011
2006,6,1,0.0,45.64716119,-73.53298864
2006,7,1,0.0,45.57138223,-73.65090964
2008,6,3,0.0,45.6546153,-73.54970255
2010,5,1,0.0,45.4930948,-73.64036931
2010,1,1,0.0,45.67040535,-73.50100659
2009,8,1,0.0,45.47779451,-73.82701833
2007,11,1,0.0,45.45705601,-73.81579479
2009,11,3,0.0,45.44275663,-73.6382312
2008,4,1,0.0,45.52157548,-73.62159898
2006,3,1,0.0,45.52641584,-73.5993841
2008,11,3,0.0,45.45492017,-73.9023632
2006,1,1,0.0,45.558499,-73.52452741
2006,1,1,0.0,45.50471876,-73.55290846
2009,6,2,0.0,45.55133561,-73.67753415
2007,4,1,0.0,45.5283417,-73.60820034
2008,5,3,0.0,45.6221634,-73.52125906
2010,5,2,0.0,45.46477387,-73.74802515
2008,8,3,0.0,45.57819857,-73.59610334
2009,9,2,0.0,45.46059454,-73.79600885
2006,4,1,0.0,45.6596935,-73.50853861
2006,6,1,0.0,45.52872585,-73.62677399
2009,9,2,0.0,45.58278662,-73.60810207
2010,6,3,0.0,45.48565255,-73.59890384
2010,5,1,0.0,45.63546501,-73.57502179
2008,10,3,0.0,45.41904843,-73.958261
2010,6,2,0.0,45.6788903,-73.52015357
2006,12,3,0.0,45.45925523,-73.61908579
2010,8,2,0.0,45.43567714,-73.71786087
2010,9,3,0.0,45.586689,-73.64602042
2010,2,2,0.0,45.65627982,-73.51637737
2010,9,3,0.0,45.42938648,-73.88349505
2007,12,2,0.0,45.52329067,-73.67694991
2007,5,1,0.0,45.64921176,-73.52796648
2009,2,3,0.0,45.4713818,-73.8634668
2008,1,1,0.0,45.5408453,-73.62762264
2009,1,2,0.0,45.62444518,-73.60405772
2009,3,2,0.0,45.68829655,-73.49525004
2010,3,2,0.0,45.48870664,-73.79805146
2006,5,2,0.0,45.46534371,-73.88172094
2009,7,1,0.0,45.66991825,-73.53972647
2006,8,3,0.0,45.56658499,-73.63403162
2008,10,1,0.0,45.49830002,-73.71947658
2010,12,1,0.0,45.50466594,-73.71730607
2008,5,3,0.0,45.44310956,-73.92903865
2006,4,2,0.0,45.49680209,-73.73662456
2007,11,1,0.0,45.53900655,-73.54312604
2007,12,2,0.0,45.60220205,-73.56452259
2009,6,3,0.0,45.5343381,-73.67067043
2007,8,3,0.0,45.60517954,-73.51860795
2009,8,2,0.0,45.43922691,-73.91650952
2007,7,3,0.0,45.44868489,-73.81527601
2006,12,2,0.0,45.4760858,-73.74210705
2009,11,2,0.0,45.47778126,-73.83010617
2009,5,2,0.0,45.45250103,-73.68089135
2009,2,2,0.0,45.48947661,-73.64962767
2007,10,3,0.0,45.46817449,-73.65796125
2009,10,3,0.0,45.56809646,-73.62371251
2008,6,2,0.0,45.47685712,-73.83178378
2006,12,2,0.0,45.46866081,-73.71612531
2009,9,1,0.0,45.43480875,-73.88055968
2007,6,2,0.0,45.50233417,-73.73633418
2008,9,2,0.0,45.48541642,-73.81163097
2009,5,1,0.0,45.49370886,-73.64133985
2010,12,1,0.0,45.48105461,-73.58215781
2008,4,3,0.0,45.63663358,-73.58113114
2010,6,3,0.0,45.4523934,-73.77929046
2009,2,1,0.0,45.50586138,-73.5471589
2010,8,2,0.0,45.6250056,-73.60268024
2010,8,2,0.0,45.61111708,-73.58560259
2006,10,1,0.0,45.66660136,-73.53896855
2010,2,1,0.0,45.50942224,-73.58556917
2007,9,2,0.0,45.44368479,-73.64869113
2009,3,1,0.0,45.52088586,-73.72729135
2010,12,1,0.0,45.48690341,-73.71921114
2007,4,1,0.0,45.43686999,-73.87504932
2010,10,2,0.0,45.46337521,-73.73061311
2006,8,2,0.0,45.47270927,-73.81152756
2010,7,3,0.0,45.45145034,-73.75995006
2010,5,3,0.0,45.43329076,-73.70350132
2009,3,1,0.0,45.4442249,-73.59135316
2008,9,1,0.0,45.51933451,-73.60750156
2007,9,2,0.0,45.43645914,-73.966364
2008,1,2,0.0,45.53004217,-73.70062538
2010,9,1,0.0,45.55385405,-73.53827828
2009,9,2,0.0,45.50784169,-73.63369897
2007,6,1,0.0,45.58941605,-73.58928039
2010,12,3,0.0,45.47737309,-73.80784192
2009,4,2,0.0,45.47084169,-73.85631248
2010,10,1,0.0,45.45581123,-73.77939136
2006,1,1,0.0,45.56549645,-73.65732808
2006,12,3,0.0,45.52977947,-73.5413675
2006,9,2,0.0,45.57207743,-73.60924814
